activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300TKFZR4QBNE5D40,37860,FL,12113.0,12113010828.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,225000.0,96.5,6.75,0.659,2,13230.8,,5163.0,,,372,,12,2,1,2,2,225000,2,1,1,1,1,,48.0,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,5493,30.73,83900,140.21,1516,2072,25
2023,549300TKFZR4QBNE5D40,99999,NC,37155.0,37155961200.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,185000.0,100.0,6.75,0.219,2,11720.05,,4648.05,,,372,,12,2,1,2,2,185000,2,1,1,1,1,,60.0,50%-60%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,1,1,1,,,,,10,,,,2767,58.98,70400,82.08,623,1414,51
2023,549300TKFZR4QBNE5D40,16740,NC,37071.0,37071031101.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,1,71,2,2,1,1,2,2,2,165000.0,96.5,7.625,0.962,2,11794.59,,5499.65,3609.65,,360,,,2,2,2,2,175000,2,1,1,1,1,,43.0,42,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,2808,31.09,98700,66.13,772,1162,40
2023,549300TKFZR4QBNE5D40,17900,SC,45055.0,45055970603.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,31,1,2,2,2,235000.0,96.5,7.25,1.0,2,17706.98,,9714.43,4492.13,,372,,12,2,1,2,2,245000,2,1,1,1,1,,89.0,30%-<36%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,3983,41.93,83300,58.16,1152,1902,36
2023,549300TKFZR4QBNE5D40,99999,NC,37125.0,37125950507.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Joint,White,Female,1,71,2,2,1,1,2,2,2,155000.0,96.5,6.75,0.78,2,11239.68,,4241.04,,,372,,12,2,1,2,2,165000,2,1,1,1,1,,36.0,50%-60%,3,10,2,14.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4252,21.94,70400,151.23,1397,1781,31
2023,549300TKFZR4QBNE5D40,99999,TN,47121.0,47121960200.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,31,1,2,2,2,285000.0,100.0,6.75,0.138,2,13870.57,,11878.77,5702.97,,372,,12,2,1,2,2,285000,2,1,1,1,1,,139.0,46,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,25-34,No,No,1,1,1,,,,,10,,,,4949,7.5,69500,99.75,1344,2046,32
2023,549300TKFZR4QBNE5D40,18140,OH,39049.0,39049009712.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,285000.0,74.058,7.125,0.275,2,15761.89,,11998.88,5776.5,,372,,12,2,1,2,2,395000,2,1,1,1,1,,84.0,45,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2593,11.26,100900,86.64,773,1097,57
2023,549300TKFZR4QBNE5D40,99999,NC,37045.0,37045950301.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,245000.0,94.931,7.5,0.863,2,14219.91,,5572.88,,,372,,12,2,1,2,2,255000,2,1,1,1,1,,104.0,44,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,4841,31.01,70400,89.71,1204,1988,35
2023,549300TKFZR4QBNE5D40,22180,NC,37085.0,37085071402.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Joint,Joint,1,71,2,2,1,1,2,2,2,185000.0,96.399,8.25,1.76,2,12732.77,,5511.06,3695.22,,360,,,2,2,2,2,185000,2,1,1,1,1,,73.0,50%-60%,1,3,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,1,,,,,10,,,,11784,49.86,74300,94.59,982,3389,18
2023,549300TKFZR4QBNE5D40,99999,SC,45069.0,45069960500.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,335000.0,96.5,6.75,0.838,2,23518.57,,13488.32,6676.82,,372,,12,2,1,2,2,345000,2,1,1,1,1,,109.0,50%-60%,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,1973,70.3,65200,104.96,603,1098,44
2023,549300TKFZR4QBNE5D40,99999,VA,51159.0,51159040100.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,265000.0,96.5,6.75,0.631,2,13852.5,,5733.56,,,372,,12,2,1,2,2,265000,2,1,1,1,1,,55.0,50%-60%,2,10,2,,,,,5,,,,,2,4,3,5.0,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,5417,36.35,73800,93.31,1137,2649,46
2023,549300TKFZR4QBNE5D40,99999,TN,47143.0,47143975300.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,215000.0,62.687,8.0,1.577,2,11499.85,,7927.5,6037.5,,240,,,2,2,2,2,335000,2,1,1,1,1,,120.0,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,5906,14.0,69500,93.47,1871,2761,33
2023,549300TKFZR4QBNE5D40,99999,VA,51117.0,51117930600.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,31,1,2,2,2,175000.0,80.8,7.75,1.271,2,15066.0,,8187.12,3567.12,,372,,12,2,1,2,2,215000,2,1,1,1,1,,40.0,46,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,2610,37.89,73800,132.17,723,1649,46
2023,549300TKFZR4QBNE5D40,99999,NC,37161.0,37161960102.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Female,3,0,2,2,1,1,2,2,2,185000.0,95.208,,,3,,,,,,372,,12,2,1,2,2,185000,2,1,1,1,1,,37.0,50%-60%,1,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,2,,,,,1,,,,2210,7.51,70400,86.08,1012,1359,37
2023,549300TKFZR4QBNE5D40,36980,KY,21059.0,21059001602.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,295000.0,96.5,6.75,0.619,2,14829.13,,6182.75,,,372,,12,2,1,2,2,295000,2,1,1,1,1,,75.0,41,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4783,4.54,91200,111.54,1515,1761,38
2023,549300TKFZR4QBNE5D40,99999,TX,48177.0,48177000200.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,315000.0,96.5,8.25,1.855,2,19762.05,,9745.1,7855.1,,360,,,2,2,2,2,325000,2,1,1,1,1,,95.0,38,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,5152,44.68,73200,115.36,1466,2233,32
2023,549300TKFZR4QBNE5D40,99999,SC,45033.0,45033970601.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,225000.0,96.5,7.625,1.471,2,15691.81,,8100.44,6210.44,,360,,,2,2,2,2,235000,2,1,1,1,1,,80.0,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3262,44.39,65200,98.42,864,1548,28
2023,549300TKFZR4QBNE5D40,44940,SC,45027.0,45027960100.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,365000.0,100.0,,,3,,,,,,372,,,2,1,2,2,325000,1,1,3,5,1,,84.0,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,1,,,,,3,,,,3215,27.78,64400,108.4,1082,1634,38
2023,549300TKFZR4QBNE5D40,99999,TN,47155.0,47155080804.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,White,Male,1,71,2,2,1,1,2,2,2,245000.0,96.5,6.75,0.908,2,17527.78,,9811.71,4299.66,,372,,12,2,1,2,2,255000,2,1,1,1,1,,50.0,46,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,2870,27.04,69500,79.76,464,821,28
2023,549300TKFZR4QBNE5D40,99999,SC,45075.0,45075011900.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,145000.0,96.5,7.25,0.903,2,9923.99,,2762.34,,,372,,12,2,1,2,2,145000,2,1,1,1,1,,35.0,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,3952,42.31,65200,92.75,1260,1898,32
2023,549300TKFZR4QBNE5D40,99999,NC,37045.0,37045950900.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,235000.0,94.641,,,3,,,,,,372,,12,2,1,2,2,245000,2,1,1,1,1,,75.0,>60%,3,3,1,11.0,,,,1,11.0,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,<25,35-44,No,No,1,1,1,,,,,3,1.0,,,3010,77.11,70400,73.53,511,1428,54
2023,549300TKFZR4QBNE5D40,99999,SC,45073.0,45073030901.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,195000.0,91.407,6.75,0.608,2,14288.52,,7037.67,3840.04,,372,,12,2,1,2,2,205000,2,1,1,1,1,,82.0,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3148,7.72,65200,113.06,1014,2027,25
2023,549300TKFZR4QBNE5D40,27260,FL,12031.0,12031010601.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,1,1,2,2,2,225000.0,75.0,,,3,,,,,,372,,,2,1,2,2,215000,2,1,1,1,1,,123.0,42,1,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,1,2,2,35-44,35-44,No,No,1,1,1,,,,,9,2.0,,,4545,43.34,93100,87.74,1175,1479,26
2023,549300TKFZR4QBNE5D40,99999,TX,48177.0,48177000200.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,355000.0,90.389,6.75,0.359,2,18145.55,,7120.79,,,372,,12,2,1,2,2,385000,2,1,1,1,1,,83.0,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,5152,44.68,73200,115.36,1466,2233,32
2023,549300TKFZR4QBNE5D40,20500,NC,37077.0,37077970102.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,1,71,2,2,31,1,2,2,2,235000.0,95.692,6.75,0.863,2,17456.67,,9978.08,4656.08,,372,,12,2,1,2,2,235000,2,1,1,1,1,,113.0,40,2,1,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,3131,41.9,108500,66.89,1143,1611,37
2023,549300TKFZR4QBNE5D40,99999,TN,47177.0,47177930100.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,205000.0,88.866,6.75,0.55,2,11660.44,,4829.48,,,372,,12,2,1,2,2,225000,2,1,1,1,1,,58.0,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3613,14.81,69500,87.75,1189,1656,44
2023,549300TKFZR4QBNE5D40,17900,SC,45039.0,45039960401.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,71,2,2,31,1,2,2,2,245000.0,92.969,7.5,0.951,2,15795.45,,8636.9,3881.9,,372,,12,2,1,2,2,255000,1,1,3,5,1,,105.0,30%-<36%,2,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,<25,Yes,No,1,1,1,,,,,10,,,,3714,70.87,83300,48.92,746,1526,50
2023,549300TKFZR4QBNE5D40,39580,NC,37069.0,37069060502.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,White,Joint,1,71,2,2,31,1,2,2,2,175000.0,78.864,7.75,1.29,2,14765.94,,7958.16,3465.28,,372,,12,2,1,2,2,215000,2,1,1,1,1,,86.0,46,2,1,3,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,45-54,No,No,1,1,1,,,,,10,,,,9754,27.45,117000,96.78,2852,3582,20
2023,549300TKFZR4QBNE5D40,99999,NC,37161.0,37161960201.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,255000.0,77.294,7.75,0.529,2,8740.24,,7260.94,1579.69,,372,,12,2,1,2,2,325000,2,1,1,1,1,,88.0,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4184,11.07,70400,89.1,1435,2326,34
2023,549300TKFZR4QBNE5D40,46660,GA,13185.0,13185010700.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,3,1,1,2,2,2,465000.0,100.0,7.25,0.003,2,,,9971.42,,,372,,12,2,1,2,2,465000,1,1,3,5,1,,84.0,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3588,26.9,65900,118.74,975,1393,27
2023,549300TKFZR4QBNE5D40,45300,FL,12053.0,12053040701.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,71,2,3,31,1,2,2,2,405000.0,100.0,7.25,0.223,2,20551.85,,17260.36,8160.18,,372,,12,2,1,2,2,405000,1,1,3,5,1,,146.0,44,3,2,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,7830,22.09,89400,95.96,2013,2414,16
2023,549300TKFZR4QBNE5D40,28940,TN,47105.0,47105060400.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,2,31,1,2,2,2,305000.0,75.888,7.75,1.013,2,21045.04,,12474.6,6084.6,,372,,12,2,1,2,2,395000,2,1,1,1,1,,106.0,30%-<36%,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,5502,7.05,88600,103.5,1648,2193,29
2023,549300TKFZR4QBNE5D40,47260,VA,51115.0,51115951401.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,295000.0,93.573,7.25,0.711,2,15740.79,,6301.94,,,372,,12,2,1,2,2,315000,2,1,1,1,1,,72.0,49,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,2762,17.09,99800,123.97,907,1762,59
2023,549300TKFZR4QBNE5D40,29460,FL,12105.0,12105015702.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,365000.0,96.5,7.25,0.891,2,19328.61,,9067.18,,,372,,12,2,1,2,2,375000,1,1,3,5,1,,131.0,50%-60%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,4029,38.42,74300,80.22,887,1610,37
2023,549300TKFZR4QBNE5D40,99999,KY,21115.0,21115960401.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,175000.0,96.001,6.75,0.96,2,14350.61,,7861.1,3438.24,,372,,12,2,1,2,2,175000,2,1,1,1,1,,79.0,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,3605,5.3,64900,61.43,694,1273,39
2023,549300TKFZR4QBNE5D40,46340,TX,48423.0,48423002200.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,285000.0,100.0,6.75,0.203,2,15629.11,,6142.94,,,372,,12,2,1,2,2,275000,2,1,1,1,1,,100.0,50%-60%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6949,25.18,85600,100.57,1744,2453,26
2023,549300TKFZR4QBNE5D40,22180,NC,37051.0,37051003105.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,205000.0,96.5,7.75,1.156,2,12502.24,,4877.36,,,372,,12,2,1,2,2,205000,2,1,1,1,1,,74.0,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4650,53.83,74300,103.72,1207,1720,24
2023,549300TKFZR4QBNE5D40,11700,NC,37089.0,37089930301.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,275000.0,85.445,7.25,0.608,2,15062.43,,6004.17,,,372,,12,2,1,2,2,325000,2,1,1,1,1,,80.0,30%-<36%,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4089,31.5,87600,73.2,956,1484,19
2023,549300TKFZR4QBNE5D40,24860,SC,45007.0,45007010800.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,255000.0,83.818,7.25,0.594,2,13948.3,,5466.47,,,372,,12,2,1,2,2,295000,2,1,1,1,1,,70.0,48,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,5171,15.9,84000,121.59,1891,2534,29
2023,549300TKFZR4QBNE5D40,99999,FL,12107.0,12107951300.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,305000.0,86.501,7.25,0.064,2,10062.79,,6809.66,,,372,,12,2,1,2,2,345000,2,1,1,1,1,,63.0,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,3640,25.74,65800,113.04,1221,2318,36
2023,549300TKFZR4QBNE5D40,11700,NC,37089.0,37089932000.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,215000.0,74.579,7.5,0.752,2,12546.85,,5015.45,,,372,,12,2,1,2,2,275000,2,1,1,1,1,,58.0,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,1,,,,,10,,,,4506,9.99,87600,116.42,1611,2866,27
2023,549300TKFZR4QBNE5D40,34820,SC,45051.0,45051070601.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,225000.0,100.0,6.75,-0.368,2,12233.2,,9867.78,4527.78,,372,,12,2,1,2,2,225000,2,1,1,1,1,,55.0,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,1,,,,,10,,,,4738,21.17,79000,90.57,1120,1666,28
2023,549300TKFZR4QBNE5D40,17300,TN,47125.0,47125101309.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,245000.0,100.0,6.875,0.111,2,9595.87,,2686.77,796.77,,360,,,2,2,2,2,245000,1,1,3,5,1,,60.0,50%-60%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,25-34,No,No,1,1,1,,,,,10,,,,7817,55.12,73500,104.47,1515,2448,16
2023,549300TKFZR4QBNE5D40,11700,NC,37021.0,37021002305.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Joint,1,71,2,2,31,1,2,2,2,255000.0,73.824,6.75,0.471,2,14379.57,,5684.67,,,372,,12,2,1,2,2,345000,2,1,1,1,1,,132.0,36,1,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,5967,13.52,87600,128.48,1676,2440,32
2023,549300TKFZR4QBNE5D40,16740,NC,37159.0,37159050904.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,285000.0,94.345,6.875,0.388,2,20656.54,,11625.16,5626.19,,372,,12,2,1,2,2,295000,2,1,1,1,1,,105.0,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,2597,6.78,98700,111.62,1059,1621,41
2023,549300TKFZR4QBNE5D40,12260,GA,13189.0,13189950100.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,355000.0,99.686,7.25,0.359,2,10272.8,,7900.0,,,372,,,2,1,2,2,355000,1,1,3,5,1,,88.0,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,2228,12.84,77600,107.99,759,1122,35
2023,549300TKFZR4QBNE5D40,99999,TN,47107.0,47107970500.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,31,1,2,2,2,345000.0,96.5,6.75,0.626,2,23652.8,,13874.13,6917.88,,372,,,2,1,2,2,355000,2,1,1,1,1,,112.0,48,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,1,1,1,,,,,10,,,,3863,7.51,69500,83.34,1281,1802,40
2023,549300TKFZR4QBNE5D40,27260,FL,12019.0,12019031110.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Joint,Joint,1,71,2,2,31,1,2,2,2,265000.0,83.729,7.5,0.66,2,15095.63,,6053.54,,,372,,12,2,1,2,2,315000,2,1,1,1,1,,84.0,50%-60%,1,2,3,,,,,3,,,,,2,2,5,,,,,1,5.0,,,,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,1,,,,,10,,,,4098,12.23,93100,74.6,1529,2115,28
2023,549300TKFZR4QBNE5D40,17420,TN,47139.0,47139950300.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,205000.0,79.894,6.75,0.64,2,16204.74,,9199.32,4234.32,,372,,,2,1,2,2,255000,2,1,1,1,1,,59.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,1,,,,,10,,,,4187,6.97,80300,85.29,1342,2309,34
2023,549300TKFZR4QBNE5D40,49660,OH,39155.0,39155930102.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Joint,1,71,2,3,1,1,2,2,2,675000.0,100.0,6.75,0.135,2,31128.93,,28080.18,13480.18,,372,,12,2,1,2,2,675000,1,1,3,5,1,,147.0,49,2,1,3,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,2340,4.23,77100,115.77,748,1070,62
