ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2019-02-01,24,50335,506,Employed,Doctorate,4,8671,36,Married,3,Rent,411,0.39162454066311003,2,1,0.3234037176864966,0,Debt Consolidation,0,22,20,1764,1122,146336,27101,4194.583333333333,0.6902744380885771,5,119235,0.240671,0.23320485742396657,337.1021025446895,0.17834956254169612,1,40.0
2019-02-02,38,48416,462,Self-Employed,High School,19,16845,48,Married,2,Mortgage,816,0.15955445682349767,2,2,0.2725950827915087,0,Home,0,17,3,15164,299,114875,72029,4034.6666666666665,0.600618176512342,3,42846,0.280845,0.3210401230684918,627.3070047235574,0.3577264552355149,0,56.0
2019-02-03,23,21316,595,Self-Employed,Master,0,13630,48,Married,3,Mortgage,363,0.20769442710633787,3,0,0.15548770706169326,0,Home,0,23,21,12180,1318,80383,49712,1776.3333333333333,0.6777071001519903,8,30671,0.21113,0.21732973627465668,427.4543737049817,0.4449921413238779,0,53.0
2019-02-04,38,24824,545,Unemployed,Bachelor,20,13984,24,Single,2,Other,175,0.45870946537672974,1,0,0.28565112005015364,0,Other,0,17,16,975,1998,94158,15988,2068.6666666666665,0.9922882076916169,0,78170,0.21648399999999998,0.23835621500628057,738.202636127359,0.4414450384115497,0,56.0
2019-02-05,37,31912,527,Employed,Master,11,34171,72,Married,0,Rent,318,0.45196466882105474,4,2,0.6390692491592636,0,Home,0,32,1,207,6238,12871,26500,2659.3333333333335,0.9043191097575647,5,1986,0.285671,0.23307406506178158,885.3017592300807,0.4524824865492908,0,64.0
2019-02-06,50,62950,619,Employed,Bachelor,27,11977,84,Widowed,3,Mortgage,443,0.3745364269365986,4,1,0.23977190382887986,0,Home,0,23,24,9642,2207,43515,38234,5245.833333333333,0.8648492228924644,8,5281,0.227477,0.23661562341935846,292.98435220260603,0.14029884394648567,0,49.0
2019-02-07,50,15000,372,Employed,High School,28,26701,36,Married,3,Mortgage,348,0.2783032091898399,3,1,0.39237926851326616,0,Auto,0,20,7,1366,760,69153,81932,1250.0,0.7560245939372106,7,1508,0.325701,0.33638493263760955,1187.3617662370316,1.2282894129896254,0,57.0
2019-02-08,39,177868,646,Employed,Bachelor,20,13006,60,Married,1,Rent,803,0.4043561259114849,4,1,0.27071496509593174,0,Education,0,21,7,1431,809,345452,14806,14822.333333333334,0.8545135472848007,6,330646,0.195006,0.22244013855468242,361.01832413324166,0.07853138220252602,1,34.4
2019-02-09,62,53382,608,Employed,Master,40,18289,84,Married,1,Other,409,0.3670107872957978,5,2,0.6230784188138824,0,Debt Consolidation,0,26,10,868,1897,126356,16557,4448.5,0.8916950155645905,12,109799,0.239289,0.2672363645250128,483.2684249731137,0.200577368769948,0,51.0
2019-02-10,29,54814,546,Employed,High School,10,50431,120,Single,1,Mortgage,206,0.2784970058028082,7,1,0.048687984262886445,0,Debt Consolidation,0,19,26,2279,6916,357067,13241,4567.833333333333,0.931082804362311,8,343826,0.33243100000000003,0.34721743529198995,1508.4116523545692,0.3753227246370422,0,44.0
2019-02-11,37,25230,501,Employed,High School,14,24559,108,Widowed,3,Mortgage,201,0.19545724053219674,5,0,0.3142811134179715,0,Debt Consolidation,0,23,8,14482,1557,18597,23057,2102.5,0.5591361455590895,9,1744,0.319059,0.33067428053337655,714.6942484079633,0.43552639638904317,0,56.0
2019-02-12,43,16311,570,Employed,High School,20,16887,24,Married,0,Rent,315,0.24211396398176563,2,3,0.3523697171907956,0,Debt Consolidation,0,24,15,4130,382,41702,14547,1359.25,0.6042540737272728,6,27155,0.20688700000000002,0.22915660101293855,883.7210774111209,0.8818988982241095,0,56.0
2019-02-13,42,91672,595,Self-Employed,Bachelor,22,29309,48,Married,3,Rent,409,0.11493737423433692,0,0,0.3246630326135476,0,Debt Consolidation,0,27,1,545,6106,114506,46158,7639.333333333333,0.8106719455490148,4,68348,0.226809,0.20133290953776087,893.96624302653,0.17056020285712498,1,44.0
2019-02-14,44,68581,639,Employed,Bachelor,20,32698,36,Single,0,Mortgage,438,0.045799379939892,1,0,0.33589050377231017,0,Home,0,23,27,3009,2665,90259,13328,3091.4166666666665,0.8929766266918685,5,76931,0.198198,0.21006020911448423,1232.0004355320746,0.5402055483296465,0,48.0
2019-02-15,43,27618,637,Employed,Associate,16,27054,48,Single,0,Other,486,0.20448953194444083,4,1,0.12131490374723787,0,Debt Consolidation,0,31,17,3962,137,55166,9176,2301.5,0.8427299375665324,4,45990,0.203554,0.21881446365258433,850.6251286158741,0.5807626020490437,0,49.0
2019-02-16,47,290755,633,Employed,Bachelor,25,32057,36,Divorced,1,Other,255,0.30655325456407734,1,0,0.38321317967088714,0,Debt Consolidation,0,25,7,2111,927,23733,31842,24229.583333333332,0.833746170342163,5,2948,0.200557,0.16354931630613492,1132.654425866602,0.05727108084263117,1,40.0
2019-02-17,42,60524,553,Employed,Master,19,40120,48,Divorced,1,Mortgage,502,0.0949485877444866,3,1,0.14089921661134236,0,Education,0,22,1,11064,612,56098,6117,5043.666666666667,0.9187815387250315,4,49981,0.25861999999999996,0.24929261412446754,1328.6815824672735,0.3629664098474536,0,53.0
2019-02-18,40,34916,617,Employed,Bachelor,17,51887,48,Single,0,Mortgage,204,0.43013163169398355,3,2,0.3348022229712256,0,Home,0,20,3,5995,1098,288234,30758,2909.6666666666665,0.8329480887850652,7,257476,0.23838700000000004,0.1990348434109884,1576.2732544072753,0.6118478363182296,0,50.0
2019-02-19,36,15000,617,Employed,High School,17,10166,72,Divorced,0,Mortgage,392,0.3653349273205806,5,4,0.05373704665509591,0,Home,0,29,8,552,886,106524,50177,1250.0,0.7276604234630509,9,56347,0.21666600000000003,0.24023568458994565,267.78402775008095,0.5278272222000647,0,48.0
2019-02-20,51,15362,615,Unemployed,High School,29,19785,36,Married,5,Other,632,0.08816114690110685,4,0,0.517535669640256,0,Education,0,23,14,462,376,307617,25548,1280.1666666666667,0.7528777368130747,3,282069,0.197285,0.18607276707842546,721.3168662096549,1.0571411531386448,0,53.0
2019-02-21,36,39582,614,Employed,Bachelor,13,26840,48,Single,0,Mortgage,381,0.1959621382306833,4,0,0.1098988836276058,0,Debt Consolidation,0,29,2,1605,907,57029,3422,3298.5,0.9258426443938,5,53607,0.21484,0.20631905952683216,825.8145375257789,0.36586767849803814,0,49.0
2019-02-22,41,33469,564,Unemployed,Bachelor,15,16743,60,Widowed,4,Mortgage,341,0.26807007302378605,4,3,0.25304750697132866,0,Education,0,26,21,3026,427,55619,19728,2789.0833333333335,0.863039565742614,6,35891,0.23974299999999998,0.23926191453819073,480.94502712651666,0.29470077760071106,0,56.0
2019-02-23,37,67464,535,Employed,Master,14,30116,12,Married,0,Own,326,0.25534447132582944,4,3,0.5811646595531124,0,Debt Consolidation,0,27,21,2723,689,62015,13905,5622.0,0.8237480094130943,7,48110,0.227616,0.22929872367077064,2832.1833396614725,0.561754418296242,0,58.0
2019-02-24,36,16494,450,Employed,High School,14,25443,36,Widowed,2,Rent,114,0.15642391841389666,3,3,0.47992000442346633,0,Debt Consolidation,0,27,28,2365,1911,37048,22272,1374.5,0.9377900261153882,6,14776,0.285443,0.3263740076844246,1117.1756985639402,0.8957262266743835,0,57.0
2019-02-25,48,44670,598,Employed,Associate,26,60266,24,Married,0,Rent,224,0.1443890256789546,3,0,0.10598145435687745,0,Auto,0,21,22,1360,837,80072,25309,3722.5,0.7364099259285277,1,54763,0.236266,0.23038467964968987,3157.480756543103,0.9083897264051317,0,48.0
2019-02-26,18,20128,536,Employed,High School,0,23932,36,Married,0,Mortgage,333,0.026605769120726694,6,1,0.3453086782498984,0,Home,0,24,12,7862,689,33461,214988,1677.3333333333333,0.7971395281102964,7,4050,0.240932,0.23347798694828545,930.7448872798642,0.7534250122892672,0,55.0
2019-02-27,37,41144,561,Self-Employed,High School,15,30817,36,Single,3,Mortgage,404,0.3088445909650218,3,0,0.21495143501824873,0,Home,0,26,19,3778,2007,8223,114445,3428.6666666666665,0.5946394435095304,8,5515,0.235317,0.27862216623500574,1272.4088230867428,0.48893899176163996,0,54.0
2019-02-28,32,26996,542,Employed,Associate,7,27490,48,Married,0,Other,288,0.24265172086312184,1,2,0.05219602868044858,1,Education,0,26,9,1620,1216,141201,28403,2249.6666666666665,0.7893884424565638,4,112798,0.25149,0.24960618439422252,910.8857469375721,0.5329170604256507,0,61.0
2019-03-01,29,68782,553,Employed,High School,5,16964,24,Divorced,1,Mortgage,407,0.04574176632660265,1,2,0.2995823585504704,0,Home,1,29,4,4514,407,70680,24827,5731.833333333333,0.5700427999087736,4,45853,0.215464,0.194530739683123,858.8706587147839,0.2208491742691025,0,60.0
2019-03-02,39,62972,608,Employed,High School,17,17252,72,Divorced,1,Rent,449,0.10702932470680507,4,0,0.2918914142249516,0,Education,1,30,19,11840,1153,12993,40715,5247.666666666667,0.9757641306898304,8,8884,0.22825199999999998,0.22053000419999086,434.0188586567208,0.16826885447310946,0,54.0
2019-03-03,29,57766,560,Employed,Bachelor,5,16950,12,Single,1,Rent,421,0.5679022483719278,3,5,0.23649145924413473,0,Debt Consolidation,0,19,24,12531,428,22836,21620,4813.833333333333,0.8310450852695357,1,1216,0.20195,0.2074565597763882,1576.2101265629506,0.41488975381289006,0,53.0
2019-03-04,40,92496,633,Employed,Master,18,25280,60,Divorced,4,Mortgage,197,0.05029047877330931,3,1,0.1665702871111862,0,Home,0,16,1,2029,1724,52332,10573,7708.0,0.76112165394618,6,41759,0.21378000000000003,0.21139096412927685,685.8884619617226,0.11454183471221102,1,39.2
2019-03-05,21,105412,524,Employed,Bachelor,0,34248,60,Divorced,2,Mortgage,867,0.10990144817063721,2,2,0.10857812985567687,0,Education,0,27,14,6154,3122,25505,57728,8784.333333333334,0.9650217358863582,2,8728,0.277248,0.3037361670625778,1115.9115232209506,0.2257327275704038,0,48.0
2019-03-06,28,35064,486,Employed,High School,6,26791,60,Single,2,Rent,526,0.16670725074440937,1,1,0.13646425130024656,0,Home,0,34,28,3329,1447,71170,21436,2922.0,0.9420610267782336,2,49734,0.288791,0.2809222357368338,835.6509762014583,0.46599964962404467,0,50.0
2019-03-07,49,34006,588,Employed,High School,26,19151,48,Married,0,Rent,332,0.23675278675400208,2,0,0.167290890792529,0,Auto,1,23,16,5176,2348,113933,24865,2833.8333333333335,0.7960970984103527,6,89068,0.220151,0.25990622673504965,645.6191122164696,0.3449811605774756,0,55.0
2019-03-08,36,119514,632,Employed,Bachelor,13,18767,84,Married,3,Rent,440,0.5630167502889363,4,1,0.16626909177077537,0,Debt Consolidation,1,21,10,2485,897,112191,25550,9959.5,0.8220714986450479,5,86641,0.22776700000000002,0.1933383291677252,409.248764742243,0.08527022086874271,1,40.800000000000004
2019-03-09,42,16157,623,Employed,Doctorate,17,59848,60,Single,3,Mortgage,515,0.4563700887318367,6,3,0.18041364860717604,0,Debt Consolidation,0,21,24,840,625,47012,6360,1346.4166666666667,0.9181924948555787,2,40652,0.253348,0.25055233521939835,1758.5564941525754,1.688598002712812,0,50.0
2019-03-10,25,51628,539,Employed,High School,3,38216,72,Married,0,Other,655,0.12047226063288469,3,0,0.32138164761063237,0,Auto,1,22,17,925,527,558597,5583,4302.333333333333,0.8666898154670066,6,553014,0.28371599999999997,0.2893559782994391,1123.6018186839926,0.4134040021733926,0,51.0
2019-03-11,26,66006,557,Employed,Bachelor,1,17506,48,Single,1,Rent,398,0.029933313852914884,3,1,0.5495203727931649,0,Home,0,23,24,35400,615,36015,15861,5500.5,0.8856979145328141,13,20154,0.234006,0.2396711589693864,570.4095295058024,0.1760584545960917,1,45.6
2019-03-12,36,15000,475,Employed,High School,13,47850,36,Married,3,Rent,527,0.09104558986833321,4,1,0.3133338374045923,0,Home,0,30,9,1897,256,27860,12174,1250.0,0.5748020911179735,11,15686,0.29535,0.35442,2176.5312892420843,2.1628250313936674,0,56.0
2019-03-13,49,30080,561,Employed,High School,26,25418,48,Married,1,Other,329,0.20963010355915487,5,1,0.37476732340631796,1,Auto,0,22,8,3018,882,281727,75073,2506.6666666666665,0.7304762878732353,11,206654,0.239918,0.26163983110103056,859.3731760910351,0.4740850436533385,0,64.0
2019-03-14,18,22722,596,Self-Employed,Master,0,23192,72,Single,2,Mortgage,221,0.3376284806533599,2,0,0.19772524087785773,0,Home,0,26,8,828,924,315622,7531,1893.5,0.46781560109424575,3,308091,0.240192,0.2561235029304453,633.4696203785105,0.4512646529593401,0,48.0
2019-03-15,45,20141,653,Employed,Master,25,37288,48,Married,0,Mortgage,1328,0.5901714901143944,1,1,0.1888574428506746,0,Home,1,21,10,7280,138,312782,27141,1678.4166666666667,0.6462430070110998,7,285641,0.205788,0.186441378256178,1107.9256301915489,1.4513235471078192,0,47.0
2019-03-16,25,71206,575,Employed,Associate,3,14653,36,Single,2,Mortgage,530,0.26012039393237224,4,1,0.32779757364454704,0,Auto,1,21,29,3318,442,3760,8680,5933.833333333333,0.7135513250967556,3,3126,0.212153,0.23208062743203778,568.8037890284926,0.18517604511336,0,60.0
2019-03-17,31,39466,477,Employed,Bachelor,9,12328,72,Single,0,Mortgage,282,0.5200934255283021,1,0,0.1780514926403893,1,Debt Consolidation,0,33,17,833,3959,108263,82315,3288.8333333333335,0.8064243438131021,6,25948,0.288828,0.24130978181700372,325.53807699472986,0.18472753570001413,0,64.0
2019-03-18,43,22815,550,Employed,High School,17,20721,48,Single,2,Mortgage,587,0.06712673223502999,2,1,0.2967041265743084,1,Debt Consolidation,0,20,3,1228,1220,8102,24022,1901.25,0.814632043442445,4,10913,0.240721,0.2674556992335459,707.3758330839677,0.6808025420559989,0,68.0
2019-03-19,33,95180,553,Employed,Bachelor,8,23578,12,Widowed,1,Rent,285,0.12875006114728155,3,2,0.1439170960060443,0,Education,0,18,26,865,267,69885,9707,7931.666666666667,0.7914649054067844,3,60178,0.212078,0.19617136793812745,2179.818320008928,0.31075666988975764,1,36.800000000000004
2019-03-20,49,24339,644,Unemployed,Bachelor,29,15536,48,Married,4,Mortgage,590,0.23437025753465734,3,2,0.42153946838201645,0,Debt Consolidation,0,18,10,20130,514,20644,11050,2028.25,0.7616674520493428,2,9594,0.188536,0.21377758486099305,484.24527744003245,0.5296414531936559,0,58.0
2019-03-21,57,114384,553,Employed,Bachelor,33,21651,12,Married,1,Mortgage,540,0.18997174175826834,1,1,0.20889651674719711,0,Debt Consolidation,0,32,3,7516,1907,79301,119778,9532.0,0.704339893790525,4,6504,0.210151,0.21009752053471456,2016.1076518798313,0.26816068525806036,1,42.400000000000006
2019-03-22,36,54347,566,Employed,Associate,18,9023,48,Single,2,Mortgage,412,0.5026776196227741,3,0,0.2854506635508943,0,Other,0,25,23,1421,1738,854175,26008,4528.916666666667,0.7901133420067977,2,828167,0.221023,0.20518837408552895,277.0735935205003,0.15214976212571077,1,36.0
2019-03-23,36,112696,640,Self-Employed,Master,12,15670,60,Married,3,Mortgage,445,0.1415455758082864,2,2,0.024369262965441767,0,Other,0,25,19,558,1869,53737,12340,9391.333333333334,0.880343321341713,5,41397,0.20067000000000002,0.17637619107346753,394.8323714081697,0.08942631909648999,1,36.800000000000004
2019-03-24,18,32211,579,Employed,Doctorate,0,17366,24,Married,0,Own,478,0.24041564754775963,3,1,0.6320484052613089,0,Home,0,28,22,3094,936,20850,12640,2684.25,0.7838195696394168,2,8210,0.202866,0.19909172803536118,883.0861573559156,0.5070638567033308,0,59.0
2019-03-25,42,44621,614,Employed,High School,19,21405,24,Married,1,Mortgage,308,0.23002151425704512,3,0,0.32502603305741434,0,Debt Consolidation,0,24,15,9737,1440,75679,283235,3718.4166666666665,0.9209918288110935,4,2959,0.189405,0.19706005300653012,1086.3528962964433,0.3749856514994581,0,52.0
2019-03-26,46,146137,651,Employed,Master,26,16159,24,Married,2,Own,554,0.36994291849034816,3,2,0.2177086176883249,0,Debt Consolidation,0,27,2,1227,1521,108041,46981,12178.083333333334,0.6687550805467395,5,61060,0.165659,0.1584445576911644,789.9944847479848,0.11036174149582799,1,36.800000000000004
2019-03-27,34,28935,601,Employed,Associate,11,9709,60,Single,0,Mortgage,321,0.36293876889710147,4,4,0.10007576571015206,0,Other,0,31,6,3445,2858,22647,28729,2411.25,0.7131155407391321,6,10122,0.21420899999999998,0.20697173401088279,261.0098726228654,0.24137267915930136,0,51.0
2019-03-28,47,40263,582,Employed,Bachelor,26,21049,60,Married,4,Own,643,0.17743402952256745,3,0,0.23921577857960305,0,Debt Consolidation,0,29,27,839,851,22134,16929,3355.25,0.8510846238373582,6,5205,0.235049,0.24633809804293305,613.3052996283834,0.3744297145155751,0,52.0
2019-03-29,57,49585,599,Employed,Bachelor,36,34588,12,Married,0,Rent,954,0.31210671273338325,2,0,0.03638287113768011,0,Other,0,18,21,650,452,93289,27144,4132.083333333333,0.7502880971614827,4,66145,0.20008800000000002,0.18684290448032326,3182.3025106646046,1.0010210775027781,0,49.0
2019-03-30,32,56706,556,Employed,Bachelor,11,24379,48,Single,4,Other,388,0.22108842475328194,4,2,0.10888257546841472,0,Auto,0,27,14,3321,941,55752,16522,4725.5,0.9213719365658783,6,39230,0.241379,0.2337616914384375,786.415844788032,0.24852731875738696,0,50.0
2019-03-31,37,27092,563,Employed,High School,13,12157,48,Married,2,Own,1225,0.19412515032242636,3,0,0.399878711721264,0,Education,0,22,3,2560,271,231399,20118,2257.6666666666665,0.8447833565411326,5,211281,0.225657,0.2211199032344235,383.7589033679644,0.7125759205822965,0,54.0
2019-04-01,35,22215,578,Employed,Associate,14,10582,96,Single,1,Rent,312,0.19927419893200476,7,0,0.19209048480665103,0,Debt Consolidation,0,23,25,3960,487,149183,41737,1851.25,0.7860071590816885,8,107446,0.25658200000000003,0.20582029218852557,225.5827029749815,0.29038903604320404,0,47.0
2019-04-02,47,147068,580,Employed,Associate,27,17484,60,Married,0,Own,188,0.5368903212151791,0,0,0.44275628278107304,0,Home,0,29,22,2866,142,111413,6456,12255.666666666666,0.7711383486924164,3,104957,0.23248400000000002,0.26370939718974495,527.3255426059577,0.05836692218070207,1,40.800000000000004
2019-04-03,43,90129,565,Employed,Associate,23,25328,96,Single,1,Rent,220,0.5057691506729479,3,1,0.10820845353480708,0,Home,0,27,27,2666,6319,117367,50942,7510.75,0.9171423568182273,10,66425,0.27782799999999996,0.26564533310484295,638.7533523818842,0.11433656457502701,1,38.400000000000006
2019-04-04,18,32446,580,Employed,Associate,0,16085,108,Married,1,Mortgage,374,0.36098290593727994,1,0,0.12206486027707797,0,Debt Consolidation,0,32,1,14145,712,144292,3468,2703.8333333333335,0.5582379070017853,5,140824,0.271085,0.2949759981330649,426.3469499893445,0.2960045429289322,0,51.0
2019-04-05,45,35668,611,Employed,Associate,25,6880,84,Single,3,Rent,275,0.21556169447563897,2,0,0.15064643954546808,0,Home,0,35,22,6483,2713,57872,20424,2972.3333333333335,0.9220162871341638,4,37448,0.22638,0.2319901806416589,166.30141545828144,0.14846969231522308,1,38.400000000000006
2019-04-06,38,30904,595,Employed,Master,15,8557,72,Married,1,Mortgage,498,0.28259732195179643,6,2,0.21577779954467527,0,Education,1,34,29,3059,1780,183212,49145,2575.3333333333335,0.8186127935497843,4,134067,0.226057,0.26762590451020574,239.84194790690694,0.28650347446553465,0,55.0
2019-04-07,29,58931,527,Self-Employed,Bachelor,5,10930,36,Single,2,Mortgage,829,0.629349268802151,1,1,0.36960304487879997,0,Home,0,27,10,3457,1111,66456,13233,4910.916666666667,0.7319797542142552,4,53223,0.23243,0.2298804155130484,423.0291353390509,0.25494815333302695,1,44.0
2019-04-08,56,149412,463,Self-Employed,Bachelor,32,32064,48,Single,0,Mortgage,1178,0.5759963188688044,0,2,0.12033299600953634,0,Home,0,29,6,2316,5260,77091,69521,12451.0,0.9280542580234509,3,7570,0.295564,0.29553974854147586,1146.1932046120658,0.18666719176066707,1,41.6
2019-04-09,51,36242,635,Employed,High School,31,44158,72,Widowed,3,Mortgage,154,0.2729818253428243,2,0,0.4414800253172775,0,Education,0,34,28,557,594,74643,14713,1755.6666666666667,0.8129785564519172,7,59930,0.241658,0.26289066165859587,1224.6576875797607,0.7852616409225901,0,52.0
2019-04-10,46,15000,469,Employed,High School,22,41299,48,Married,0,Rent,383,0.3950678547143786,3,1,0.48919178798022483,0,Auto,0,31,20,5003,1511,307702,44697,1250.0,0.8823411801615139,4,263005,0.301799,0.3159214807972072,1525.4975519528684,1.5267980415622948,0,52.0
2019-04-11,18,44558,543,Employed,Master,0,32035,72,Single,2,Other,474,0.13770205021264012,1,0,0.10739176306756255,0,Debt Consolidation,0,22,22,1727,5446,64112,66431,3713.1666666666665,0.8509177637121239,4,2560,0.275535,0.2390971631231339,841.6251453832614,0.35431351821444274,0,50.0
2019-04-12,47,49728,588,Self-Employed,Bachelor,22,26808,96,Married,2,Mortgage,615,0.31221759008130195,1,1,0.4038547982004723,0,Education,0,21,24,356,607,68203,12271,4144.0,0.6294923119952294,8,55932,0.267808,0.239644740756554,629.7155048102139,0.3003657106202254,0,56.0
2019-04-13,43,46838,525,Employed,Associate,22,12900,72,Married,0,Mortgage,795,0.49522361547324684,4,2,0.503178159723835,0,Education,0,22,18,3538,3500,7038,11720,3903.1666666666665,0.9401287016932869,3,9533,0.26539999999999997,0.2686758066456871,362.41758528229855,0.29653296518612204,0,60.0
2019-04-14,37,35324,591,Employed,Associate,11,51904,48,Single,3,Mortgage,173,0.5099295393371477,5,2,0.12511170263412663,0,Debt Consolidation,0,21,8,1077,1006,20374,8114,2943.6666666666665,0.7764624709037589,3,12260,0.251404,0.2232380182457763,1644.4293107077985,0.6174032309051518,0,53.0
2019-04-15,41,15796,553,Employed,High School,19,25779,48,Divorced,3,Own,633,0.4103540688523008,1,2,0.3394385088402504,0,Home,1,12,22,3818,1299,213632,2769,1316.3333333333333,0.7660615430104313,7,210863,0.244279,0.2896241968150905,912.7065095996192,1.1742515899718555,0,59.0
2019-04-16,41,56010,588,Employed,Master,16,14674,108,Married,4,Mortgage,276,0.10198846928561131,3,2,0.3115704647238102,0,Education,0,30,12,7165,1210,65665,31803,4667.5,0.7891496614181877,5,33862,0.26567399999999997,0.28472915874388594,378.22619626407845,0.14016629807478917,0,53.0
2019-04-17,44,46619,566,Employed,High School,21,20747,36,Married,3,Rent,471,0.4277186438052312,3,1,0.20228781175765018,0,Auto,0,18,1,3564,1511,52283,11028,3884.9166666666665,0.8652422279700593,8,41255,0.222747,0.21992090674450124,792.2524433928734,0.32516847896167833,0,58.0
2019-04-18,39,88135,381,Employed,High School,17,21815,36,Single,1,Rent,823,0.636691645491018,4,0,0.49743243342357923,0,Auto,0,32,14,864,643,29544,18199,7344.583333333333,0.9315118582072016,5,11345,0.316315,0.27539178734077085,896.92429678937,0.23417588428515848,1,45.6
2019-04-19,41,52684,596,Employed,High School,18,22556,72,Single,0,Own,386,0.09701470698133079,7,1,0.24118352927092127,0,Other,0,23,23,704,971,98223,20788,4390.333333333333,0.8837677749095242,7,77435,0.239556,0.23198064490308856,582.8956154831109,0.220688394689039,0,49.0
2019-04-20,58,27293,556,Employed,Master,36,32155,48,Divorced,0,Rent,393,0.21148971305594383,3,0,0.6251434466937867,0,Home,0,16,18,1441,4979,63527,7305,2274.4166666666665,0.8845133430649775,7,56222,0.249155,0.20150671981250765,981.0714719571108,0.6041423685005434,0,58.0
2019-04-21,31,37881,582,Employed,High School,10,10074,36,Married,2,Own,278,0.23848336725812505,3,0,0.23275666472938614,0,Debt Consolidation,0,25,11,5746,142,49475,134421,3156.75,0.9283324878189966,7,8939,0.204074,0.22170136255755343,385.61787101080984,0.21022186457933312,0,53.0
2019-04-22,37,34726,603,Self-Employed,High School,17,29942,48,Married,3,Mortgage,324,0.18005844167705384,3,1,0.3971812899168348,0,Home,0,30,25,704,552,47027,164300,2893.8333333333335,0.9884384392046751,3,1653,0.223442,0.20601195887810844,920.7642433535382,0.43014372286593494,0,52.0
2019-04-23,48,46452,609,Employed,High School,26,27921,96,Divorced,1,Rent,721,0.3705380564581087,4,0,0.2690705097310258,0,Other,0,23,20,2353,5428,63240,6641,3871.0,0.9195329433678713,2,56599,0.258421,0.2767200717619566,725.12386822439,0.3735788861339163,0,48.0
2019-04-24,50,89434,618,Employed,Bachelor,25,10338,60,Married,1,Rent,269,0.1173376294858735,4,1,0.4634896244030652,0,Auto,0,21,21,2919,1910,19555,72741,7452.833333333333,0.8532002537485397,5,4261,0.20633800000000002,0.1833731596701321,264.41795255164067,0.0715725052062939,1,40.800000000000004
2019-04-25,41,23480,521,Unemployed,Associate,18,16720,48,Married,0,Mortgage,399,0.2637445680380941,3,0,0.2116153273385328,0,Home,0,22,22,2005,2964,15791,10775,1956.6666666666667,0.600823082738763,6,5016,0.25122,0.26078621471734925,564.4931970389144,0.4924156032566854,0,57.0
2019-04-26,61,54500,581,Self-Employed,Bachelor,41,48347,60,Married,2,Rent,286,0.1538482555766803,4,1,0.2233551689471956,0,Education,0,19,18,320,1651,59745,6415,4541.666666666667,0.9704681275243193,9,53330,0.262847,0.26058101340520623,1449.1953180973544,0.3820613544434542,0,50.0
2019-04-27,18,15000,574,Employed,High School,0,13392,48,Married,4,Own,376,0.11900791370217416,4,1,0.31550522472684034,0,Education,0,25,3,8170,280,125251,39240,1250.0,0.6580265288029402,7,86011,0.221392,0.1907096097812995,400.9240222605144,0.6215392178084116,0,56.0
2019-04-28,34,40929,608,Employed,Bachelor,16,12677,72,Single,0,Own,736,0.5740470212180194,3,1,0.22486838457535913,0,Home,0,23,8,7686,1417,59124,32555,3410.75,0.8715523516236671,7,26569,0.223677,0.18384826972371537,291.8990312476165,0.30137038224660745,0,52.0
2019-04-29,29,46014,433,Employed,High School,8,15958,48,Single,0,Other,891,0.48604894055140097,2,3,0.27245171084547376,0,Auto,0,23,5,1579,4445,58659,22724,3834.5,0.8953229524583177,8,35935,0.29445799999999994,0.26555588181743195,543.0608076670122,0.37398899665328267,0,56.0
2019-04-30,51,36856,605,Employed,Bachelor,30,8240,36,Married,3,Mortgage,446,0.053127255076053294,2,0,0.16841991836348502,0,Auto,0,34,11,7671,831,24177,54468,3071.3333333333335,0.5227244628785681,4,9064,0.19074,0.20806568307934664,309.6247993036867,0.24602500519981116,0,47.0
2019-05-01,34,15630,541,Employed,Associate,10,25130,36,Married,0,Other,692,0.18695417702871892,3,4,0.024675866357681528,0,Auto,0,31,13,3381,326,33951,32314,1302.5,0.8832664186801766,6,1637,0.23962999999999998,0.28040901988211936,1040.0223464714713,1.329767636446427,0,51.0
2019-05-02,42,53731,540,Employed,Associate,20,19650,48,Single,1,Own,452,0.31166074077545713,2,0,0.062287194287279204,0,Debt Consolidation,1,30,19,5722,2001,49424,10460,4477.583333333333,0.43042349622288273,6,38964,0.24465,0.25321096780291175,655.0616217652941,0.2472453418172662,0,56.0
2019-05-03,51,98600,514,Unemployed,Master,28,21398,36,Married,1,Rent,409,0.3197746134914375,3,0,0.27009476853645903,0,Education,0,28,27,5947,692,28291,11068,8216.666666666666,0.6327376476962736,5,17223,0.249398,0.2636100520297197,866.258974754345,0.15520393201878438,1,43.2
